index,data_type,data_name,count,label,probability
607,mapping_type_static,isManager,106,1415,0.9876751977833289
608,mapping_type_static,isWhitelisted,282,1240,1.0
609,uint256,CurrentPrice,17,-1,0.0
610,address,CurrentTokenOwner,1,857,1.0
611,mapping_type_static,checkprevowner,1,1337,1.0
612,mapping_type_static,totalInvestedPerAddress,1,1252,0.6891340785042679
613,uint256,maxContributionInWei,1,566,0.19497836624609513
614,mapping_type_static,released,366,1193,0.9371404377200679
615,uint256,cliff,331,620,1.0
616,uint256,duration,405,819,1.0
617,mapping_type_static,revoked,313,-1,0.0
618,bool,revocable,332,1117,1.0
619,mapping_type_static,issued,28,-1,0.0
620,address,allower,25,948,0.6966234336577452
621,uint256,issuedCount,25,-1,0.0
622,bool,crowdsaleFinished,81,1074,1.0
623,uint256,selfdropvalue,23,-1,0.0
624,array_type_dynamic,hugeetherinvest,23,-1,0.0
625,bool,SendETC,2,1130,0.8614921596587399
626,address,CallbackAddress,1,-1,0.0
627,address,ContractAddress,21,937,1.0
628,uint256,GasPrice,2,404,0.7729091395217361
629,uint256,ExecPrice,1,-1,0.0
630,uint256,MinimumGasLimit,1,391,0.768029207663131
631,uint256,SeedPrice,1,545,1.0
632,uint256,Available,5,-1,0.0
633,address,recipient,58,964,0.93170553982377
634,uint256,birthday,2,757,0.8582184828710265
635,mapping_type_static,_publisher,1,1316,1.0
636,address,hammer,30,-1,0.0
637,uint256,buildingCostWei,70,594,0.7436986435029302
638,uint128,,1073,-1,0.0
639,mapping_type_static,hasPhysicalAddress,3,1374,1.0
640,uint8,disableconstruction,1,101,0.6678375477932449
641,bool,pausedPublic,227,1128,0.9036256743558397
642,bool,pausedOwnerAdmin,228,-1,0.0
643,bool,transferable,101,-1,0.0
644,address,engDevAddress,7,969,1.0
645,bool,canSetTransferable,12,1110,1.0
646,address,engCommunityAddress,7,-1,0.0
647,mapping_type_static,funds,10,1367,1.0
648,bool,transfer_enabled,1,1106,0.4396058311494573
649,bool,transferAllowed,54,1108,1.0
650,bool,mint,34,1062,1.0
651,mapping_type_static,RemainingLimit,1,1257,0.6413783875257353
652,bool,tokenSaleClosed,15,1093,1.0
653,address,foundationAddress,15,-1,0.0
654,address,omniTeamAddress,1,926,0.3612661252378231
655,address,year1LockAddress,2,949,1.0
656,address,year2LockAddress,2,949,0.9453716162412306
657,address,year3LockAddress,2,949,0.760718959014312
658,address,year4LockAddress,2,949,0.8851405825791158
659,address,year5LockAddress,2,949,0.9117116148611644
660,mapping_type_static,bountyProgramMap,1,1184,0.12003527238470443
661,uint256,bountyProgram,1,290,0.6589360931109166
662,address,techSupport,3,899,1.0
663,address,crowdsaleContract,63,977,0.9182875193933937
664,mapping_type_static,teamBalanceMap,3,1274,0.7074355957581191
665,uint256,teamBalance,7,503,0.976247673714744
666,mapping_type_static,futureExpanstionMap,1,1381,1.0
667,address,newTechSupport,3,899,1.0
668,uint256,CrowdsaleTokens,1,381,0.9721639590312114
669,uint256,futureExpanstion,1,783,0.5195691308421304
670,uint256,publicStartTime,16,678,1.0
671,uint256,EGLSold,1,-1,0.0
672,mapping_type_static,tokenGrantsCount,39,1233,1.0
673,uint256,publicEndTime,14,678,1.0
674,address,multisigAddress,43,856,0.7996648895321263
675,uint256,max_amount,45,602,1.0
676,bool,bought_tokens,96,1093,1.0
677,uint256,individual_cap,38,-1,0.0
678,bool,whitelist_enabled,22,1066,0.7688081348160365
679,mapping_type_static,balances_bonus,29,1200,1.0
680,uint256,contract_eth_value_bonus,29,358,0.4642182619739693
681,bool,bonus_received,20,1123,0.9605498533306603
682,uint256,min_amount,36,785,1.0
683,address,sale,138,1020,1.0
684,uint256,contract_eth_value,103,-1,0.0
685,uint256,percent_reduction,38,-1,0.0
686,bool,allow_refunds,30,1064,0.5576177262118743
687,uint256,startBlock,277,559,1.0
688,uint256,endBlock,353,560,1.0
689,uint256,PricePerCafe,4,837,0.9802641221257966
690,uint256,payed,2,738,1.0
691,uint256,delivered,4,-1,0.0
692,mapping_type_static,daoAccounts,6,1313,0.5184419665674906
693,uint256,amountOfMeatInUnicorn,1,796,1.0
694,uint256,reliabilityPercentage,1,-1,0.0
695,mapping_type_static,ratings,5,1323,0.6539460358061177
696,uint256,WEI_PER_ETH,2,-1,0.0
697,uint256,ethToCents,2,-1,0.0
698,uint256,totalCents,2,-1,0.0
699,bool,sendFunds,2,-1,0.0
700,uint256,periodThree,1,658,1.0
701,uint256,periodTwo,1,658,1.0
702,mapping_type_static,Payout,2,1354,1.0
703,uint256,totalWei,23,590,0.8384513429560538
704,uint256,ppb,2,804,1.0
705,mapping_type_static,Proxy,23,1260,0.6103501808092343
706,array_type_static,person,4,-1,0.0
707,mapping_type_static,ETHWalletToPFAWallet,1,1247,0.2546785326163462
708,mapping_type_static,PFAWalletToETHWallet,2,-1,0.0
709,array_type_dynamic,Wallets,34,7,0.9125883300247208
710,uint256,_totalClaimed,2,649,1.0
711,uint256,airdropAmount,22,335,0.7237246128084832
712,mapping_type_static,_airdopped,12,-1,0.0
713,uint256,wei_min,8,577,0.446242448158111
714,user_define_contract,wesion,2,246,0.5825353391234069
715,user_define_contract,Wesion,15,246,0.5825353391234069
716,uint256,withdrawable,76,399,0.9878135375216271
717,mapping_type_static,AuthorizationStatus,76,1387,0.7851963522153
718,mapping_type_static,investor,7,1249,0.4585865850272334
719,uint256,holdings,6,574,0.5835749473919373
720,uint256,WesionFreezed,2,-1,0.0
721,mapping_type_static,exceptions,2,-1,0.0
722,uint8,stopped,264,144,0.9654864092725953
723,uint256,endPostICO,3,-1,0.0
724,uint256,tokenPostIcoUsdCentPrice,3,423,0.6169763875985019
725,uint256,ETHUSD,16,729,1.0
726,uint256,startICO,30,-1,0.0
727,uint256,endICO,16,468,1.0
728,uint256,bigBonusPercent,3,437,0.7141765647883586
729,uint256,bonusWeiAmount,3,590,0.8111317619861191
730,uint256,smallBonusPercent,3,437,1.0
731,uint256,tokenIcoUsdCentPrice,3,423,0.755042891586812
732,address,multisig,272,856,0.9292542705576892
733,address,addressOfERC20Token,3,868,1.0
734,address,acceptableAddress,1,989,0.9004641236623661
735,mapping_type_dynamic,Bytes,77,154,1.0
736,mapping_type_dynamic,String,77,153,1.0
737,mapping_type_static,Int,67,1344,1.0
738,mapping_type_static,Bytes32,43,1343,1.0
739,mapping_type_static,uintStorage,2,1344,0.7554536534744115
740,mapping_type_static,Add,1,-1,0.0
741,mapping_type_static,Bool,62,-1,0.0
742,string,note,20,1447,1.0
743,uint256,totalTokens,82,-1,0.0
744,uint256,rateUSDcETH,2,741,0.6248890381416129
745,uint256,totalPhases,1,532,1.0
746,mapping_type_static,bots,3,1228,0.23834312863478463
747,address,bZxContractAddress,31,869,1.0
748,bool,allTokensPaused,1,1096,0.8338357128888021
749,string,pauseNotice,2,-1,0.0
750,array_type_static,users,6,-1,0.0
751,address,tenant,13,1019,0.7519479663735107
752,address,callDestination,11,897,0.5637776683778976
753,array_type_dynamic,users,27,70,1.0
754,uint256,MinDeposit,22,326,1.0
755,array_type_static,gamblerlist,3,-1,0.0
756,uint256,Bankroll,5,550,1.0
757,uint256,Jackpot,15,320,0.9724033827550493
758,uint256,FeeRate,2,840,0.5253088238562329
759,uint256,Total_Gamblers,3,347,1.0
760,uint256,Gamblers_Until_Jackpot,3,-1,0.0
761,uint256,Total_Deposits,3,325,0.6479703743977044
762,uint256,Total_Payouts,3,733,1.0
763,array_type_static,Owner,6,-1,0.0
764,address,Bot,4,-1,0.0
765,array_type_dynamic,OperationsNumber,3,54,1.0
766,uint256,tokenIssueDeadline,4,-1,0.0
767,uint256,tokensIssued,58,518,0.8647881967940177
768,uint256,tokensToIssue,4,513,0.7513612730813747
769,array_type_static,trustedProposals,2,-1,0.0
770,mapping_type_static,whiteList,92,1237,1.0
771,uint256,lowLimit,8,593,0.3382722578282201
772,uint256,upLimit,8,593,1.0
773,uint64,seq,2,-1,0.0
774,address,presale,54,978,1.0
775,bytes30,,18,-1,0.0
776,uint256,crowdSaleAllowance,24,318,0.6446527283953057
777,address,adminAddr,95,-1,0.0
778,bool,icoStart,21,1092,0.9984937028801325
779,mapping_type_static,tokensTransferred,2,1244,0.8321885985475015
780,address,crowdSaleAddr,24,977,1.0
781,string,website,23,1451,0.8299364394137202
782,bool,saleClosed,85,1118,0.671580024437213
783,uint256,minContribution,125,387,1.0
784,bool,fundingCapReached,17,1116,0.3797799164429718
785,uint256,fundingCap,18,597,0.3065031960055661
786,bool,fundingGoalReached,134,1116,0.3961176455480753
787,uint256,fundingGoal,1063,-1,0.0
788,uint256,refundAmount,21,514,0.8897028242803352
789,uint8,icoState,26,95,0.5446694968739902
790,uint256,soldIdeaWeiPreIco,5,-1,0.0
791,uint256,soldIdeaWeiIco,6,412,0.4284461681213077
792,uint256,icoStartTimestamp,9,339,0.37946461867872094
793,uint256,soldIdeaWeiPostIco,6,-1,0.0
794,address,bank1,4,993,1.0
795,uint256,bank1Val,5,549,0.3703447070167058
796,address,bank2,4,993,1.0
797,uint256,bank2Val,5,549,0.37839732942228094
798,mapping_type_static,pieBalanceOf,4,1405,1.0
799,uint256,nextRoundReserve,4,695,0.5883183197407137
800,array_type_dynamic,pieAccounts,4,68,1.0
801,uint256,earnedEthWei,8,570,1.0
802,uint256,soldIdeaWei,6,-1,0.0
803,uint256,bankValReserve,5,549,0.44139947737559965
804,address,projectAgent,2,1001,1.0
805,array_type_dynamic,accounts,51,68,1.0
806,array_type_dynamic,projects,3,-1,0.0
807,mapping_type_static,deposited,363,1212,1.0
808,uint256,preCrowdsaleStartTime,2,315,0.7334845790416052
809,uint256,tokensSent,24,519,1.0
810,uint256,preCrowdsaleEndTime,2,315,1.0
811,address,preCrowdsaleOwner,2,977,0.618843815460669
812,address,mainAddress,14,989,1.0
813,address,storageAddress,9,915,1.0
814,mapping_type_static,players,27,1399,1.0
815,uint256,playCount,8,828,0.6228195592806248
816,uint256,playCount1,1,828,0.4785631873268558
817,uint256,coinsFlipped,2,336,0.8125752006471804
818,uint256,lost,2,798,1.0
819,uint256,won,2,812,1.0
820,uint256,totalBalance,66,503,1.0
821,uint256,active,25,758,0.5182220431728024
822,array_type_static,contestant,16,-1,0.0
823,uint256,CurrentTime,4,-1,0.0
824,uint256,PT,2,-1,0.0
825,uint256,Current_balance,14,503,0.947702565809449
826,uint256,payoutIndex,4,733,1.0
827,uint256,payoutTotal,3,733,1.0
828,address,engineer,1,-1,0.0
829,address,manager,492,1025,1.0
830,uint256,updatedTime,2,-1,0.0
831,uint256,niceGuy,1,-1,0.0
832,uint256,investor,11,574,1.0
833,array_type_static,persons,24,-1,0.0
834,address,cNiceGuy,2,-1,0.0
835,uint256,cNiceGuyIdx,2,753,1.0
836,address,currentNiceGuy,11,-1,0.0
837,uint256,currentNiceGuyIdx,3,753,1.0
838,array_type_dynamic,currentNiceGuyIdx,5,40,0.5545439633106862
839,address,beta,4,-1,0.0
840,array_type_dynamic,payoutIdx,4,-1,0.0
841,uint256,fees,22,840,0.9604940515416488
842,array_type_static,investors,12,-1,0.0
843,uint256,totaldividends,5,796,1.0
844,uint256,totaldeposited,9,796,1.0
845,uint256,total_investors,9,574,1.0
846,uint256,totalpaidout,9,796,1.0
847,user_define_contract,registrarAddress,3,201,1.0
848,mapping_type_static,oracles,18,1330,1.0
849,uint256,requiredGas,5,403,0.580423952163856
850,uint256,secondsBetweenReadings,5,819,0.5605507676766718
851,mapping_type_static,freeReadings,5,-1,0.0
852,address,greyToken,5,996,1.0
853,address,greenToken,5,996,1.0
854,uint8,pricegreengrey,3,111,0.5374328591215297
855,mapping_type_static,priceOf,28,1384,0.865778349097242
856,mapping_type_static,ownerOf,438,1362,0.5116093795205677
857,mapping_type_static,classOf,2,-1,0.0
858,mapping_type_static,startingPriceOf,4,1384,0.674710756543071
859,array_type_dynamic,allItemsForSale,2,43,1.0
860,uint8,mintingFinished,390,83,1.0
861,address,destroyer,17,-1,0.0
862,uint256,totalPayments,75,737,0.409748530729785
863,uint256,providerFeePerEth,3,-1,0.0
864,user_define_contract,oasis,36,260,0.9238559499054729
865,user_define_contract,weth,43,263,1.0
866,address,dai,34,1011,1.0
867,user_define_contract,maker,9,256,1.0
868,uint8,crowdSaleIsRunning,1,82,0.485504436658608
869,uint256,suspendedUntil,2,-1,0.0
870,address,san,7,-1,0.0
871,mapping_type_static,stateCode,7,1401,0.5830019432810626
872,uint0,,33,-1,0.0
873,array_type_dynamic,XRateProviderLength,7,24,0.503106260866096
874,uint256,subscriptionCounter,7,-1,0.0
875,mapping_type_static,providerRegistry,7,1265,0.48433547493859763
876,address,zenOSCrowdsale,2,1053,0.8367537349598346
877,uint256,earlyPurchaseClosedAt,15,-1,0.0
878,array_type_dynamic,numberOfEarlyPurchases,15,43,1.0
879,uint8,isEnded,6,143,0.6910963374718825
880,uint256,presaleStartBlock,7,683,1.0
881,uint256,presaleEndBlock,6,683,1.0
882,address,massEthFund,4,-1,0.0
883,bool,isICOClosed,13,1091,0.8624390433099175
884,bool,isICOOpened,10,-1,0.0
885,array_type_dynamic,premiumPacks,4,67,1.0
886,uint8,preSoldSharesDistributed,1,85,1.0
887,uint256,Supply,14,755,0.6682834090859205
888,mapping_type_static,BalancePremiumsPaid,5,-1,0.0
889,uint256,CurrentPriceAttoTokensPerWei,4,371,0.5167181970052738
890,address,ico_address,5,904,0.4008906931171166
891,uint256,ico_starting_supply,7,-1,0.0
892,uint256,altDeposits,49,325,0.4679904804867016
893,user_define_contract,exchangeRate,41,-1,0.0
894,address,multisigVault,65,-1,0.0
895,uint8,tradingStarted,55,-1,0.0
896,uint256,value,624,716,0.7422739663428816
897,uint256,investorIndex,5,529,0.4218190395410091
898,uint256,currentNiceGuyIndex,3,529,0.5162229588415074
899,uint32,numberOfSales,7,-1,0.0
900,uint256,payoutOrder,2,733,0.5820714503167247
901,uint256,payoutCursor_Id_,1,733,1.0
902,uint256,payoutCursor_Id,1,733,1.0
903,array_type_static,tickets,2,-1,0.0
904,address,deployer,113,997,1.0
905,address,dividendAddr,2,849,0.29985692148446524
906,uint256,regeneration,2,-1,0.0
907,address,profitAddr,4,-1,0.0
908,array_type_static,contributors,5,-1,0.0
909,uint256,unprocessedProfits,1,573,1.0
910,uint256,totalProfit,13,573,1.0
911,uint256,totalSUM,5,796,1.0
912,uint256,totalContributions,23,480,1.0
913,uint256,totalContributors,10,481,0.9897647700366248
914,address,targetAddr,8,877,1.0
915,uint256,weiPerToken,22,372,1.0
916,uint256,decimalPlaces,1,453,1.0
917,address,token,769,996,1.0
918,address,lastPlayer,28,-1,0.0
919,uint256,lotteryFeeVal,11,288,0.11040580130336015
920,address,rightLottery,11,882,0.9634426452648391
921,address,leftLottery,11,882,1.0
922,uint256,houseFeeVal,11,-1,0.0
923,uint256,lastBlock,42,561,0.310751435969531
924,uint256,blocks,19,563,0.9301082420790798
925,array_type_dynamic,totalWinners,6,47,1.0
926,uint256,startedAt,19,685,0.905624739773487
927,uint256,jackpot,58,320,0.9724033827550493
928,uint256,totalWinnings,13,812,1.0
929,uint256,lotteryFee,11,288,0.9028669500622925
930,uint256,houseFee,13,-1,0.0
931,uint256,refFeeVal,11,-1,0.0
932,mapping_type_dynamic,NumOfSalesWithSameId,1,-1,0.0
933,uint256,Total_Players,2,828,0.8805101170002659
934,array_type_static,depositors,6,-1,0.0
935,uint256,Balance,37,503,1.0
936,uint256,Total_Deposited,3,309,1.0
937,uint256,Total_Paid_Out,3,-1,0.0
938,address,targetAddress,7,940,1.0
939,uint256,calculatedTo,1,-1,0.0
940,array_type_dynamic,sqrt,1,-1,0.0
941,mapping_type_static,NumberOfPayments,4,1409,0.5275269576357772
942,mapping_type_static,clients,3,-1,0.0
943,mapping_type_static,claimFor,5,1273,1.0
944,uint256,presale_start_block,3,683,1.0
945,uint256,presale_end_block,3,683,1.0
946,uint256,transfered_total,3,378,0.44577564395787
947,uint256,refund_window_end_block,3,517,0.25059110328767514
948,address,project_wallet,3,-1,0.0
949,mapping_type_static,isModule,1,1329,1.0
950,bool,IsClosed,1,1118,0.6255898432251986
951,uint256,CafePayed,2,738,1.0
952,uint256,CafeDelivered,2,-1,0.0
953,address,DeviceAddr,2,-1,0.0
954,address,DeviceOwner,2,1022,1.0
955,uint128,zzz,6,-1,0.0
956,mapping_type_static,rates,36,1359,1.0
957,uint8,payOwnerOnly,2,105,1.0
958,uint256,accumulatedInput,5,796,0.8591816163251912
959,uint256,hashPass,9,377,1.0
960,uint56,RATE,3,-1,0.0
961,uint256,buyabletoken,4,497,0.6309046791482922
962,bool,TRANSFERABLE,2,-1,0.0
963,address,escrow,90,975,0.8001094549616407
964,address,namiMultiSigWallet,13,848,1.0
965,uint8,currentPhase,37,-1,0.0
966,address,crowdsaleManager,27,977,0.7573166661411589
967,address,binaryAddress,2,989,0.8543185125645625
968,uint256,binary,2,-1,0.0
969,user_define_contract,namiPresale,2,200,0.26901992871890473
970,uint256,NumberOfDeposits,8,325,0.3823699160438139
971,uint256,deadline,1358,337,0.21993319024966146
972,array_type_dynamic,NumInvestors,4,32,0.6987364018874154
973,user_define_contract,ico,39,199,0.7477571666957262
974,uint16,status,5,-1,0.0
975,uint16,availableCount,6,-1,0.0
976,uint256,feePromille,10,840,0.823978257413619
977,uint256,rewardPromille,9,504,1.0
978,uint256,freezePeriod,18,643,0.9270373413741438
979,uint256,totalEscrows,3,285,0.14797657961345684
980,uint256,feeFunds,10,-1,0.0
981,uint16,pendingCount,6,-1,0.0
982,address,arbiter,25,-1,0.0
983,uint256,contentCount,24,834,0.5619773369477972
984,mapping_type_static,buyers,28,1428,1.0
985,uint256,logsCount,1,834,0.47882532637251063
986,uint256,WatchNumberOfPlayerInCurrentRound,1,828,0.8514394073432701
987,uint256,WatchLastTime,1,-1,0.0
988,uint256,WatchCollectedFeesInSzabo,1,841,1.0
989,uint256,WatchAppliedFeePercentage,1,824,1.0
990,uint256,TotalRecords,2,-1,0.0
991,uint256,Total_Investors,1,574,1.0
992,address,dao,37,-1,0.0
993,mapping_type_static,isSeller,5,1428,1.0
994,address,badgeLedger,4,954,0.48422817886113634
995,address,ActiveDigger,2,865,1.0
996,address,challengeOwner,7,1022,0.8527853576428135
997,mapping_type_static,sellOrders,9,1397,1.0
998,mapping_type_static,collectedFees,1,1318,0.17736669090523308
999,uint256,amountOfHolders,1,479,1.0
1000,mapping_type_static,shareHolderByNumber,1,1227,0.3986376215761906
1001,mapping_type_static,tokenNoByAddress,1,1204,1.0
1002,mapping_type_static,claimableFeesOf,1,1273,1.0
1003,mapping_type_static,tokensAddress,1,1204,1.0
1004,mapping_type_static,shareHolderByAddress,1,1227,0.2445839871826832
1005,uint256,totalBuyOrders,1,-1,0.0
1006,mapping_type_static,totalBuyOrdersOf,1,1397,0.7707469706316186
1007,mapping_type_static,BuyOrdersOf,1,1397,1.0
1008,uint256,totalSellOrders,1,-1,0.0
1009,mapping_type_static,totalSellOrdersOf,1,1397,0.8302548374975383
1010,mapping_type_static,SellOrdersOf,1,1397,1.0
1011,uint8,maintenance_mode,1,100,1.0
1012,uint8,_auth_mode,29,-1,0.0
1013,user_define_contract,_authority,29,270,0.9125271072962695
1014,mapping_type_static,isMember,45,1416,1.0
1015,uint256,numRef,6,604,0.7854493395436346
1016,array_type_static,invoicedIndex,2,-1,0.0
1017,address,trustAddress,4,889,1.0
1018,address,oversightAddress,6,-1,0.0
1019,array_type_static,isLocked,5,-1,0.0
1020,mapping_type_static,accountActive,4,1301,0.5930022856804753
1021,user_define_contract,trustAddress,4,221,0.533301127295311
1022,uint256,treasuryBalance,4,503,0.8374328852387244
1023,uint8,allowTransactions,7,-1,0.0
1024,address,hotWalletAddress,4,922,0.7559554833416222
1025,address,assetAddress,2,891,0.7829835550842422
1026,mapping_type_static,allowanceActive,4,1259,1.0
1027,address,membershipAddress,2,-1,0.0
1028,array_type_dynamic,extractAccountLength,2,24,0.3946813742181455
1029,mapping_type_static,allowanceIndex,4,1259,1.0
1030,uint256,standard,5,616,1.0
1031,mapping_type_static,currencyActive,2,1356,0.9549561308498548
1032,mapping_type_static,oversightAddressActive,2,-1,0.0
1033,mapping_type_static,approved,87,1385,0.9837305281205312
1034,mapping_type_static,oversightAddresses,2,1374,0.5688574910196078
1035,array_type_dynamic,extractApprovedIndexLength,1,64,1.0
1036,uint256,timeWindow,2,816,0.4649739708762965
1037,mapping_type_static,expiry,2,1230,0.699193000530404
1038,array_type_dynamic,oversightAddressesIndex,2,65,1.0
1039,array_type_static,exportFeeIndex,2,-1,0.0
